issue_date,all,location,age_days,old,date_extract,veryold,State,id,key
"2022-05-27","!PWT 05/005 PWT TWY A3 BTN TWY A AND NORTH PRKG APRON CLSD 2205270022-2211302359\nCREATED: 27 May 2022 00:20:00 \nSOURCE: KSEAYFYX","KPWT",5,0,"2022-06-01",0,"USA","!PWT 05/005","7383#!PWT 05/005#KPWT#2022-06-01"
"2022-06-02","!SUAC 06/081 ZMP AIRSPACE R5401 ACT SFC-5000FT 2206021300-2206022300\nCREATED: 01 Jun 2022 13:05:00 \nSOURCE: KDCAYXYX","KZMP",-1,0,"2022-06-01",0,"USA","!SUAC 06/081","34696#!SUAC 06/081#KZMP#2022-06-01"
"2022-06-03","M0505/22 NOTAMN \nQ) ZLA/QFAXX/IV/NBO/A/000/999/3454N11753W005 A) KEDW B) 2206031330 C) 2206160100 D) DLY 1330-0100\nE) SUAS ACTIVITY WITHIN THE VICINITY OF BORON MINE\n (35-04-41N/117-44-56W, 35-04-40N/117-37-45W, 35-00-49N/117-37-46W,\n 35-00-15N/117-47-31W, 35-00-11N/117-46-27W, 35-00-16N/117-47-31W,\n 35-01-43N/117-47-32W, 35-01-46N/117-48-04W, 35-01-09N/117-48-04W,\n 35-02-09N/117-47-31W, 35-02-35N/117-47-32W, 35-01-35N/117-44-55W),\n SFC � 400� AGL.\nCREATED: 31 May 2022 16:03:00 \nSOURCE: KEDW","KEDW",-2,0,"2022-06-01",0,"USA","M0505/22","4282#M0505/22#KEDW#2022-06-01"
"2022-06-01","!FDC 2/1966 PIA IAP U.S. DOD GENERAL DOWNING - PEORIA\nINTL, PEORIA, IL.\nHI - ILS OR LOC RWY 31, AMDT 7D...\nMISSED APPROACH: CLIMB TO 1200 THEN CLIMBING LEFT TURN TO 2400\nDIRECT PI LOM AND HOLD (ADF REQUIRED).\nRADAR REQUIRED FOR PROCEDURE ENTRY EXCEPT FOR ACFT EQUIPPED WITH\nSUITABLE RNAV SYSTEM WITH GPS,\nPIA VORTAC OUT OF SERVICE. 2206011330-2206081909EST\nCREATED: 31 May 2022 19:10:00 \nSOURCE: KDZZNAXX","KPIA",0,0,"2022-06-01",0,"USA","!FDC 2/1966","7500#!FDC 2/1966#KPIA#2022-06-01"
"2022-05-21","!BKL 05/058 BKL OBST TOWER LGT (ASR 1216974) 412244.10N0813443.20W (9.6NM SSE BKL) 1070.9FT (256.9FT AGL) U/S 2205212117-2206202117\nCREATED: 21 May 2022 21:17:00 \nSOURCE: BKL","KBKL",11,0,"2022-06-01",0,"USA","!BKL 05/058","3065#!BKL 05/058#KBKL#2022-06-01"
"2022-06-01","!PAE 06/007 PAE TWY A WIP GRASS CUTTING ADJ 2206011928-2206012230\nCREATED: 01 Jun 2022 19:27:00 \nSOURCE: PAE","KPAE",0,0,"2022-06-01",0,"USA","!PAE 06/007","19126#!PAE 06/007#KPAE#2022-06-01"
"2022-05-31","!RFD 05/105 RFD OBST TOWER LGT (ASN 2016-AGL-8984-OE) 421222N0890417W (1.32NM ENE) 815FT (62FT AGL) NOT LGTD 2205311114-2207151114\nCREATED: 31 May 2022 11:15:00 \nSOURCE: KIKKYFYX","KRFD",1,0,"2022-06-01",0,"USA","!RFD 05/105","7909#!RFD 05/105#KRFD#2022-06-01"
"2022-05-27","!SDF 05/259 SDF RWY 35R THR MARKINGS NOT STD 2205272305-2206040200\nCREATED: 27 May 2022 23:03:00 \nSOURCE: SDF","KSDF",5,0,"2022-06-01",0,"USA","!SDF 05/259","8338#!SDF 05/259#KSDF#2022-06-01"
"2022-06-01","!MTN 05/017 MTN OBST CRANE (ASN 2022-AEA-4961-OE) 392016N0762424W (0.8NM NNE MTN) 139FT (120FT AGL) LGTD 2206011000-2206012359\nCREATED: 31 May 2022 15:03:00 \nSOURCE: KDCAYFYX","KMTN",0,0,"2022-06-01",0,"USA","!MTN 05/017","6240#!MTN 05/017#KMTN#2022-06-01"
"2022-05-09","!RAL 05/031 RAL NAV VOR 170-189 BEYOND 25NM UNUSABLE 2205091215-PERM\nCREATED: 09 May 2022 12:13:00 \nSOURCE: POCC","KRAL",23,0,"2022-06-01",0,"USA","!RAL 05/031","7901#!RAL 05/031#KRAL#2022-06-01"
"2021-12-03","!ITO 12/011 ITO AD AP ARFF MNT CTAF 118.1 2112031839-2212312359\nCREATED: 03 Dec 2021 18:39:00 \nSOURCE: PHNLYFYX","PHTO",180,1,"2022-06-01",0,"USA","!ITO 12/011","22413#!ITO 12/011#PHTO#2022-06-01"
"2022-04-21","!FDC 2/1476 MGW IAP MORGANTOWN MUNI (WALTER L BILL\nHART FLD), MORGANTOWN, WV.\nRNAV (GPS) Y RWY 18, ORIG-C...\nCIRCLING CAT C MDA 2180/HAA 936.\nCHANGE PBN REQUIREMENTS NOTE TO READ: RNP APCH-GPS.\nTHIS IS RNAV (GPS) Y RWY 18, ORIG-D. 2204212104-PERM\nCREATED: 21 Apr 2022 21:04:00 \nSOURCE: KDZZNAXX","KMGW",41,0,"2022-06-01",0,"USA","!FDC 2/1476","6591#!FDC 2/1476#KMGW#2022-06-01"
"2022-04-28","!FDC 2/6295 RSW SID SOUTHWEST FLORIDA INTL,\nFORT MYERS, FL.\nCSHEL SIX DEPARTURE (RNAV)...\nDEPARTURE PROCEDURE GPS REQUIRED,\nRSW VORTAC OUT OF SERVICE. 2204282032-2208172032EST\nCREATED: 28 Apr 2022 20:32:00 \nSOURCE: KDZZNAXX","KRSW",34,0,"2022-06-01",0,"USA","!FDC 2/6295","7886#!FDC 2/6295#KRSW#2022-06-01"
"2022-05-31","!ILI 05/027 ILI RWY 08 PAPI LOW INTST U/S 2205312008-2207021500EST\nCREATED: 31 May 2022 20:06:00 \nSOURCE: SOC-ZAN","PAIL",1,0,"2022-06-01",0,"USA","!ILI 05/027","11375#!ILI 05/027#PAIL#2022-06-01"
"2022-05-28","!VPZ 05/009 VPZ OBST TOWER LGT (ASR 1030270) 411815.00N0870130.00W (9.1NM S VPZ) 1060.0FT (388.1FT AGL) U/S 2205281228-2207121227\nCREATED: 28 May 2022 12:27:00 \nSOURCE: VPZ","KVPZ",4,0,"2022-06-01",0,"USA","!VPZ 05/009","8865#!VPZ 05/009#KVPZ#2022-06-01"
"2022-06-08","!YKM 06/003 YKM SVC TAR/SSR U/S 2206081600-2206082359\nCREATED: 01 Jun 2022 16:01:00 \nSOURCE: POCC","KYKM",-7,0,"2022-06-01",0,"USA","!YKM 06/003","15855#!YKM 06/003#KYKM#2022-06-01"
"2022-06-01","!DTW 06/010 DTW TWY F SFC PAINTED HLDG PSN SIGNS AT RWY 9L/27R SOUTH SIDE NOT STD 2206011621-2206302222\nCREATED: 01 Jun 2022 16:19:00 \nSOURCE: DTW","KDTW",0,0,"2022-06-01",0,"USA","!DTW 06/010","3843#!DTW 06/010#KDTW#2022-06-01"
"2022-05-03","!MKE 05/047 MKE TWY M CLSD 2205031815-2209012359\nCREATED: 03 May 2022 18:14:00 \nSOURCE: MKE","KMKE",29,0,"2022-06-01",0,"USA","!MKE 05/047","6673#!MKE 05/047#KMKE#2022-06-01"
"2022-03-29","!SBY 03/008 SBY NAV VOR U/S 2203291002-2209142000EST\nCREATED: 29 Mar 2022 10:02:00 \nSOURCE: AOCC","KSBY",64,0,"2022-06-01",0,"USA","!SBY 03/008","8304#!SBY 03/008#KSBY#2022-06-01"
"2022-06-02","!SUAE 06/066 ZJX AIRSPACE W151E ACT SFC-FL500 2206021230-2206022200\nCREATED: 01 Jun 2022 19:05:00 \nSOURCE: KDCAYXYX","KZJX",-1,0,"2022-06-01",0,"USA","!SUAE 06/066","32465#!SUAE 06/066#KZJX#2022-06-01"
"2021-05-13","!FDC 1/5318 FDC PART 1 OF 3 SECURITY..SPECIAL SECURITY INSTRUCTIONS\n FOR UNMANNED\nAIRCRAFT SYSTEM (UAS) OPERATIONS WITHIN AND IN THE VICINITY OF\nAIRSPACE OVERLYING THE TERRITORIAL AND NAVIGABLE WATERS OF THE\nUNITED STATES OF AMERICA (USA).\n\nPURSUANT TO 49 USC SECTION 40103(B)(3), THE FAA CLASSIFIES THE\nAIRSPACE DEFINED IN THIS NOTAM AND IN FURTHER DETAIL BY THE FAA\nWEBSITE IDENTIFIED BELOW AS 'NATIONAL DEFENSE AIRSPACE'. OPERATORS\nWHO DO NOT COMPLY WITH THE FOLLOWING PROCEDURES MAY FACE THE\nFOLLOWING ENFORCEMENT ACTIONS: THE UNITED STATES GOVERNMENT MAY\nPURSUE CRIMINAL CHARGES, INCLUDING CHARGES UNDER 49 USC SECTION\n46307; AND THE FAA MAY TAKE ADMINISTRATIVE ACTION, INCLUDING\nIMPOSING CIVIL PENALTIES AND REVOKING FAA CERTIFICATES OR\nAUTHORIZATIONS TO OPERATE UNDER TITLE 49 USC SECTIONS 44709 AND\n46301. IN ADDITION, PURSUANT TO 10 USC SECTION 130I, THE DEPARTMENT\nOF DEFENSE (DOD) MAY TAKE SECURITY ACTION THAT RESULTS IN THE\nINTERFERENCE, DISRUPTION, SEIZURE, DAMAGING, OR DESTRUCTION OF\nUNMANNED AIRCRAFT CONSIDERED TO POSE A SAFETY OR SECURITY THREAT TO\nPROTECTED DOD ASSETS.\n\n2105131600-2305201400\nEND PART 1 OF 3\nCREATED: 13 May 2021 16:04:00 \nSOURCE: KDZZNAXX","KFDC",384,0,"2022-06-01",1,"USA","!FDC 1/5318","25#!FDC 1/5318#KFDC#2022-06-01"
"2022-04-07","!ALO 04/006 ALO OBST TOWER LGT (ASR 1018195) 422325.80N0923155.50W (11.7NM SSW ALO) 1389.4FT (449.5FT AGL) U/S 2204072304-2206072359\nCREATED: 07 Apr 2022 23:03:00 \nSOURCE: KFODYFYX","KALO",55,0,"2022-06-01",0,"USA","!ALO 04/006","2381#!ALO 04/006#KALO#2022-06-01"
"2022-02-13","!CRW 02/105 CRW OBST TOWER LGT (ASR 1035689) 383635.00N0813543.00W (14.1NM NE CRW) 1319.9FT (220.1FT AGL) U/S 2202130018-2206161700\nCREATED: 13 Feb 2022 00:18:00 \nSOURCE: KEKNYFYX","KCRW",108,1,"2022-06-01",0,"USA","!CRW 02/105","3325#!CRW 02/105#KCRW#2022-06-01"
"2022-05-21","!IAH 05/191 IAH OBST TOWER LGT (ASR UNKNOWN) 295623.14N0952050.22W (3.1NM S IAH) 196FT (127FT AGL) U/S 2205211746-2207212300\nCREATED: 21 May 2022 17:48:00 \nSOURCE: KCXOYFYX","KIAH",11,0,"2022-06-01",0,"USA","!IAH 05/191","5270#!IAH 05/191#KIAH#2022-06-01"
"2022-01-19","!SCK 01/007 SCK AD AP RDO ALTIMETER UNREL. AUTOLAND, HUD TO TOUCHDOWN, ENHANCED FLT VISION SYSTEMS TO TOUCHDOWN, HEL OPS REQUIRING RDO ALTIMETER DATA TO INCLUDE HOVER AUTOPILOT MODES AND CAT A/B/PERFORMANCE CLASS TKOF AND LDG NOT AUTHORIZED EXC FOR ACFT USING APPROVED ALTERNATIVE METHODS OF COMPLIANCE DUE TO 5G C-BAND INTERFERENCE PLUS SEE AIRWORTHINESS DIRECTIVES 2021-23-12, 2021-23-13 2201190501-2401190501\nCREATED: 13 Jan 2022 09:07:00 \nSOURCE: KRIUYFYX","KSCK",133,1,"2022-06-01",0,"USA","!SCK 01/007","19160#!SCK 01/007#KSCK#2022-06-01"
"2022-05-02","M0717/22 NOTAMN \nQ) ZNY/QXXXX/IV/NBO/A/000/999/4000N07435W005 A) KWRI B) 2205020900 C) 2207292359\nE) RWY 24 7000FT DISTANCE REMAINING SIGN RIGHT SIDE UNLIT.\nCREATED: 02 May 2022 09:00:00 \nSOURCE: KWRI","KWRI",30,0,"2022-06-01",0,"USA","M0717/22","8887#M0717/22#KWRI#2022-06-01"
"2022-05-31","M0518/22 NOTAMN \nQ) ZHN/QFAXX/IV/NBO/A/000/999/2128N15802W005 A) PHHI B) 2205311600 C) 2206031800 D) DLY 1600-1800\nE) AERODROME CAUTION AIRMOBILE AND RESUPPLY OPERATIONS IN PROGRESS\n FROM PHHI TO RESTRICTED AIRSPACE R3109 A TO SCHOFIELD TRAINING AREA\n FP202 LZ (EJ94437675) 2000/BLW CH47\nCREATED: 28 May 2022 02:34:00 \nSOURCE: PHHI","PHHI",1,0,"2022-06-01",0,"USA","M0518/22","11540#M0518/22#PHHI#2022-06-01"
"2022-05-31","!FSD 05/129 FSD RWY 15/33 CLSD 2205312158-2206032300\nCREATED: 31 May 2022 21:57:00 \nSOURCE: FSD","KFSD",1,0,"2022-06-01",0,"USA","!FSD 05/129","4464#!FSD 05/129#KFSD#2022-06-01"
"2022-06-02","!DFW 06/037 DFW RWY 18L/36R CLSD 2206020430-2206021100\nCREATED: 01 Jun 2022 17:35:00 \nSOURCE: DFW","KDFW",-1,0,"2022-06-01",0,"USA","!DFW 06/037","3777#!DFW 06/037#KDFW#2022-06-01"
"2022-05-16","!UIN 05/020 UIN RWY 04 ALS U/S 2205161500-2211011500\nCREATED: 09 May 2022 15:00:00 \nSOURCE: MOCC","KUIN",16,0,"2022-06-01",0,"USA","!UIN 05/020","8823#!UIN 05/020#KUIN#2022-06-01"
"2022-05-19","!FDC 2/6283 ENM IAP EMMONAK, EMMONAK, AK.\nVOR RWY 16, AMDT 1A...\nALTERNATE MINIMUMS NA,\nENM VOR/DME UNMONITORED. 2205190247-2206190247EST\nCREATED: 19 May 2022 02:47:00 \nSOURCE: KDZZNAXX","PAEM",13,0,"2022-06-01",0,"USA","!FDC 2/6283","11153#!FDC 2/6283#PAEM#2022-06-01"
"2022-06-01","!SEA 06/019 ZSE AIRSPACE PJE WI AN AREA DEFINED AS 4NM RADIUS OF DSD049042 (25NM NE S39) SFC-9500FT 2206011845-2206012359\nCREATED: 01 Jun 2022 17:15:00 \nSOURCE: KSEAYFYX","KZSE",0,0,"2022-06-01",0,"USA","!SEA 06/019","36732#!SEA 06/019#KZSE#2022-06-01"
"2022-05-07","L0050/22 NOTAMR L0037/22\nQ) ZKC/QXXXX/IV/NBO/A/000/999/3832N08950W005 A) KBLV B) 2205071335 C) 2206302359\nE) TRANSIENT AIRCREW REQUIRING ACCESS TO/FROM SCOTT AFB FLIGHTLINE\n MUST USE GOVT TRANS. CALL 618-256-2739 OR COORD THROUGH CMD POST.\nCREATED: 07 May 2022 13:35:00 \nSOURCE: KBLV","KBLV",25,0,"2022-06-01",0,"USA","L0050/22","14776#L0050/22#KBLV#2022-06-01"
"2022-05-20","!ACY 05/099 ACY RWY 31 DIST REMAINING SIGN LGT U/S 2205201638-2208312359\nCREATED: 20 May 2022 16:37:00 \nSOURCE: ACY","KACY",12,0,"2022-06-01",0,"USA","!ACY 05/099","14650#!ACY 05/099#KACY#2022-06-01"
"2022-01-27","!ONT 01/065 ONT OBST CRANE (ASN 2021-AWP-19097-OE) 340420N1173637W (1.1NM NNW ONT) 1200FT (200FT AGL) FLAGGED AND LGTD 2201271400-2305160200\nCREATED: 25 Jan 2022 14:54:00 \nSOURCE: ONT","KONT",125,1,"2022-06-01",0,"USA","!ONT 01/065","19080#!ONT 01/065#KONT#2022-06-01"
"2022-04-27","!IAH 04/304 IAH RWY 09 LEAD OFF CL MARKINGS AT TWY SJ OBSC 2204270511-2208011100\nCREATED: 27 Apr 2022 05:11:00 \nSOURCE: IAH","KIAH",35,0,"2022-06-01",0,"USA","!IAH 04/304","5303#!IAH 04/304#KIAH#2022-06-01"
"2022-06-01","!SUAE 05/923 ZDC AIRSPACE R6606 ACT SFC-FL230 2206012101-2206021159\nCREATED: 30 May 2022 21:05:00 \nSOURCE: KDCAYXYX","KZDC",0,0,"2022-06-01",0,"USA","!SUAE 05/923","37612#!SUAE 05/923#KZDC#2022-06-01"
"2021-12-10","!BFF 12/026 BFF RWY 05/23 CLSD TO ACFT MORE THAN 60000LB 2112101505-2412102359\nCREATED: 10 Dec 2021 15:05:00 \nSOURCE: KOLUYFYX","KBFF",173,1,"2022-06-01",0,"USA","!BFF 12/026","3173#!BFF 12/026#KBFF#2022-06-01"
"2022-05-31","!FDC 2/1834 DCA SID RONALD REAGAN WASHINGTON NTL,\nWASHINGTON, DC.\nNATIONAL EIGHT DEPARTURE...\nTAKEOFF MINIMUMS: RWY 22, 500-2 3/4. RWY 4, 400-2 1/2 OR STANDARD\nWITH MINIMUM CLIMB OF 290FT PER NM TO 600. \nADD TAKEOFF OBSTACLE NOTE: RWY 22, BUILDINGS BEGINNING 3436FT FROM\nDER, 677FT RIGHT OF CENTERLINE, UP TO 131FT AGL/ 169FT MSL.\nTEMPORARY CRANE 270FT MSL 2857FT SOUTHWEST OF RWY 4\n(2020-AEA-12494-OE). \nTEMPORARY CRANE 75FT FROM DER, 474FT RIGHT OF CENTERLINE, 100FT\nAGL/ 112FT MSL (2021-AEA-1752-NRA). \nRWY 4, TEMPORARY CRANE 385FT MSL 1.99 NM NORTHEAST OF RWY 22,\n(2020-AEA-3523-OE). ALL OTHER DATA REMAINS AS PUBLISHED..\n2205311626-2207311626EST\nCREATED: 31 May 2022 16:26:00 \nSOURCE: KDZZNAXX","KDCA",1,0,"2022-06-01",0,"USA","!FDC 2/1834","14948#!FDC 2/1834#KDCA#2022-06-01"
"2022-03-22","!PHX 03/112 PHX OBST CRANE (ASN UNKNOWN) 332555N1115655W (2.25NM E PHX) \n 1324FT (184FT AGL) FLAGGED AND LGTD 2203221700-2211010659\nCREATED: 22 Mar 2022 17:11:00 \nSOURCE: PHX","KPHX",71,0,"2022-06-01",0,"USA","!PHX 03/112","7561#!PHX 03/112#KPHX#2022-06-01"
"2022-05-15","!AGS 05/017 AGS OBST TOWER LGT (ASR 1058266) 331945.30N0820332.00W (5.4NM WSW AGS) 649.9FT (254.9FT AGL) U/S 2205152244-2208130400\nCREATED: 15 May 2022 22:43:00 \nSOURCE: AGS","KAGS",17,0,"2022-06-01",0,"USA","!AGS 05/017","2556#!AGS 05/017#KAGS#2022-06-01"
"2022-05-20","!CHA 05/042 CHA RWY 02/20 CL MARKINGS OBSC 2205201337-2206242100\nCREATED: 20 May 2022 13:35:00 \nSOURCE: CHA","KCHA",12,0,"2022-06-01",0,"USA","!CHA 05/042","14837#!CHA 05/042#KCHA#2022-06-01"
"2022-06-01","!EAA 06/001 EAA RWY 07/25 WIP LGT REPAIR 2206011736-2206020030\nCREATED: 01 Jun 2022 17:39:00 \nSOURCE: PAFAYFYX","PAEG",0,0,"2022-06-01",0,"USA","!EAA 06/001","11155#!EAA 06/001#PAEG#2022-06-01"
"2022-05-31","!GPI 05/050 GPI APRON EAST GA APN CLSD EXC GA AND ACFT WINGSPAN LESS THAN 30FT BTN TXL 3 E AND TXL 4 E 2205310731-2206302200\nCREATED: 31 May 2022 07:29:00 \nSOURCE: GPI","KGPI",1,0,"2022-06-01",0,"USA","!GPI 05/050","4584#!GPI 05/050#KGPI#2022-06-01"
"2022-05-19","!FDC 2/6066 MLB STAR MELBOURNE ORLANDO INTL, MELBOURNE, FL.\nPRICY TWO RNAV ARRIVAL.. \nREMOVE NOTE: DESCEND VIA MACH NUMBER UNTIL INTERCEPTING 280K.\nMAINTAIN 280K UNTIL SLOWED BY THE STAR OR ASSIGNED BY ATC.\n2205190900-2212290900\nCREATED: 18 May 2022 18:11:00 \nSOURCE: KDZZNAXX","KMLB",13,0,"2022-06-01",0,"USA","!FDC 2/6066","6733#!FDC 2/6066#KMLB#2022-06-01"
"2022-05-28","M0115/22 NOTAMR M0062/22\nQ) ZLA/QMRXX/IV/NBO/A/000/999/3437N11805W005 A) KPMD B) 2205280206 C) 2207312359\nE) RWY 04/22 REILS UNAVAILABLE\nCREATED: 28 May 2022 02:05:00 \nSOURCE: KPMD","KPMD",4,0,"2022-06-01",0,"USA","M0115/22","19146#M0115/22#KPMD#2022-06-01"
"2022-03-02","!FTW 03/054 ZFW AIRSPACE UAS WI AN AREA DEFINED AS 8NM RADIUS OF 322854N0965943W (4NM W JWY) SFC-400FT AGL 2203020700-2303010600\nCREATED: 01 Mar 2022 22:53:00 \nSOURCE: KFTWYFYX","KZFW",91,0,"2022-06-01",0,"USA","!FTW 03/054","31324#!FTW 03/054#KZFW#2022-06-01"
"2022-03-30","!OKC 03/056 OKC TWY C BTN RWY 17R/35L AND TWY D CLSD 2203300110-2208312359EST\nCREATED: 30 Mar 2022 01:09:00 \nSOURCE: OKC","KOKC",63,0,"2022-06-01",0,"USA","!OKC 03/056","7121#!OKC 03/056#KOKC#2022-06-01"
"2022-06-01","!DFW 06/043 DFW RWY 17C FICON 5/5/5 100 PCT WET OBS AT 2206011914. 2206011914-2206021914\nCREATED: 01 Jun 2022 19:12:00 \nSOURCE: DFW","KDFW",0,0,"2022-06-01",0,"USA","!DFW 06/043","3771#!DFW 06/043#KDFW#2022-06-01"
"2022-06-07","!BDL 06/001 BDL NAV ILS RWY 06 U/S DLY 0200-1030 2206070200-2206111030\nCREATED: 01 Jun 2022 07:06:00 \nSOURCE: AOCC","KBDL",-6,0,"2022-06-01",0,"USA","!BDL 06/001","3109#!BDL 06/001#KBDL#2022-06-01"
"2022-04-22","!FDC 2/2053 HVN SID TWEED-NEW HAVEN, New Haven, CT.\nBRIDGEHAVEN NINE DEPARTURE...\nNOTE: COATE DEPARTURES NA EXCEPT FOR AIRCRAFT EQUIPPED WITH\nSUITABLE RNAV SYSTEM WITH GPS,\nSAX VOR OUT OF SERVICE. 2204221859-2212021859EST\nCREATED: 22 Apr 2022 18:59:00 \nSOURCE: KDZZNAXX","KHVN",40,0,"2022-06-01",0,"USA","!FDC 2/2053","4898#!FDC 2/2053#KHVN#2022-06-01"
"2022-05-31","!ICT 05/518 ICT APRON AIR CARGO RAMP CLSD TO ACFT WINGSPAN MORE THAN 148FT 2205311151-2210312359\nCREATED: 31 May 2022 11:50:00 \nSOURCE: ICT","KICT",1,0,"2022-06-01",0,"USA","!ICT 05/518","5422#!ICT 05/518#KICT#2022-06-01"
"2022-05-12","!TYS 05/070 TYS TWY D CLSD EXC GA 2205121527-2207292000\nCREATED: 12 May 2022 15:26:00 \nSOURCE: TYS","KTYS",20,0,"2022-06-01",0,"USA","!TYS 05/070","15741#!TYS 05/070#KTYS#2022-06-01"
"2022-05-25","!SPI 05/052 SPI OBST TOWER LGT (ASR 1007701) 393756.00N0893751.00W (12.9NM S SPI) 868.1FT (263.1FT AGL) U/S 2205250449-2206252359\nCREATED: 25 May 2022 04:48:00 \nSOURCE: KSTLYFYX","KSPI",7,0,"2022-06-01",0,"USA","!SPI 05/052","15563#!SPI 05/052#KSPI#2022-06-01"
"2022-05-02","!MKE 05/033 MKE RWY 19R ALS U/S 2205021326-2208302359\nCREATED: 02 May 2022 13:25:00 \nSOURCE: MOCC","KMKE",30,0,"2022-06-01",0,"USA","!MKE 05/033","6675#!MKE 05/033#KMKE#2022-06-01"
"2022-06-01","!LSE 06/008 LSE AD AP ALL SFC WIP GRASS CUTTING 2206011934-2206020200\nCREATED: 01 Jun 2022 19:33:00 \nSOURCE: LSE","KLSE",0,0,"2022-06-01",0,"USA","!LSE 06/008","5815#!LSE 06/008#KLSE#2022-06-01"
"2022-05-26","!CLT 05/428 CLT TWY C10 LOCATION SIGN SOUTH SIDE BTN TERMINAL RAMP AND TWY C MISSING 2205261625-2209231700\nCREATED: 26 May 2022 16:24:00 \nSOURCE: CLT","KCLT",6,0,"2022-06-01",0,"USA","!CLT 05/428","3254#!CLT 05/428#KCLT#2022-06-01"
"2022-05-13","!GNV 05/141 GNV OBST TOWER LGT (ASR 1030170) 294317.90N0822134.60W (4.9NM WNW GNV) 386.2FT (195.2FT AGL) U/S 2205132215-2208110400\nCREATED: 13 May 2022 22:14:00 \nSOURCE: GNV","KGNV",19,0,"2022-06-01",0,"USA","!GNV 05/141","15098#!GNV 05/141#KGNV#2022-06-01"
"2022-04-28","L0025/22 NOTAMN \nQ) ZMA/QXXXX/IV/NBO/A/000/999/2750N08231W005 A) KMCF B) 2204282008 C) 2207161200\nE) TOW ONLY: ENGINE RUNS AND ENGINE WASH AUTHORIZED ON TWY P AND TWY\n K EAST OF TWY P. CONTACT AMOPS FOR APPROVAL (813-828-0002\nCREATED: 28 Apr 2022 20:06:00 \nSOURCE: KMCF","KMCF",34,0,"2022-06-01",0,"USA","L0025/22","6065#L0025/22#KMCF#2022-06-01"
"2022-05-11","!SDF 05/086 SDF TWY H BTN TERMINAL APN AND TWY N CLSD 2205111200-2206221900\nCREATED: 10 May 2022 22:14:00 \nSOURCE: SDF","KSDF",21,0,"2022-06-01",0,"USA","!SDF 05/086","8344#!SDF 05/086#KSDF#2022-06-01"
"2022-04-24","!FYV 04/034 FYV OBST TOWER LGT (ASR 1229939) 355414.30N0935930.70W (10.6NM SE FYV) 2503.0FT (308.1FT AGL) U/S 2204240054-2206080053\nCREATED: 24 Apr 2022 00:53:00 \nSOURCE: FYV","KFYV",38,0,"2022-06-01",0,"USA","!FYV 04/034","4413#!FYV 04/034#KFYV#2022-06-01"
"2022-06-02","!SBN 06/015 SBN RWY 09R ALS U/S 2206020330-2206021900\nCREATED: 01 Jun 2022 19:56:00 \nSOURCE: MOCC","KSBN",-1,0,"2022-06-01",0,"USA","!SBN 06/015","8031#!SBN 06/015#KSBN#2022-06-01"
"2022-06-01","!ENA 06/002 PEV RWY 02 PAPI U/S 2206010636-2211301500EST\nCREATED: 01 Jun 2022 06:35:00 \nSOURCE: SOC-ZAN","PAPE",0,0,"2022-06-01",0,"USA","!ENA 06/002","11414#!ENA 06/002#PAPE#2022-06-01"
"2022-05-16","!FDC 2/4487 IAD IAP WASHINGTON DULLES INTL,\nWASHINGTON, DC.\nRNAV (RNP) Z RWY 1R, ORIG-D...\nRNP 0.30 DA 1084/ HAT 772, VISIBILITY 1 3/4 ALL CATS. TEMPORARY\nCRANE 721FT MSL 5213FT SE OF RWY 1R (2021-AEA-5818,19-OE).\nTEMPORARY CRANE 661FT MSL 5310FT SE OF RWY 1R (2021-AEA-5820-OE),\nTEMPORARY CRANES 685 MSL BEGINNING 54057FT SE OF RWY 1R\n(2022-AEA-1779/1780-OE, 2021-AEA-17616-OE).\n2205161105-2210151105EST\nCREATED: 16 May 2022 11:05:00 \nSOURCE: KDZZNAXX","KIAD",16,0,"2022-06-01",0,"USA","!FDC 2/4487","18946#!FDC 2/4487#KIAD#2022-06-01"
"2022-02-18","!FDC 2/5882 EKN IAP ELKINS/RANDOLPH COUNTY (JENNINGS\nRANDOLPH FLD), ELKINS, WV.\nLDA-C, AMDT 8...\nPROCEDURE NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM\nWITH GPS.\n2202180331-2409300331EST\nCREATED: 18 Feb 2022 03:32:00 \nSOURCE: KDZZNAXX","KEKN",103,1,"2022-06-01",0,"USA","!FDC 2/5882","4342#!FDC 2/5882#KEKN#2022-06-01"
"2022-06-05","M0124/22 NOTAMN \nQ) ZMP/QSTAH/IV/NBO/A/000/999/4504N08333W005 A) KAPN B) 2206051530 C) 2206052200\nE) TOWER OPERATING HOURS NOW\nCREATED: 01 Jun 2022 18:54:00 \nSOURCE: KAPN","KAPN",-4,0,"2022-06-01",0,"USA","M0124/22","2447#M0124/22#KAPN#2022-06-01"
"2022-05-26","!FDC 2/0677 EAU IAP CHIPPEWA VALLEY RGNL,\nEAU CLAIRE, WI.\nILS OR LOC RWY 22, AMDT 10A...\nLOC BC RWY 4, AMDT 10...\nPROCEDURE NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM\nWITH GPS,\nEAU VORTAC OUT OF SERVICE. 2205261423-2206061423EST\nCREATED: 26 May 2022 14:24:00 \nSOURCE: KDZZNAXX","KEAU",6,0,"2022-06-01",0,"USA","!FDC 2/0677","4242#!FDC 2/0677#KEAU#2022-06-01"
