issue_date,all,location,age_days,old,date_extract,veryold,State,id,key
"2022-02-15","H0818/22 NOTAMR H1389/21\nQ) YMMM/QOBCE/IV/M/AE/000/999/2023S11838E005\nA) YPPD\nB) 2202150915 C) PERM\nE) AERODROME OBSTACLES ADD NOTE\nLIT LOW INTST OBST LGT (LIOL) OBSTACLE\nBRG 103 MAG 0.73NM FM ARP, 162FT AMSL\nAMD EN ROUTE SUP AUSTRALIA\nCREATED: 15 Feb 2022 09:15:00 \nSOURCE: YBBBZEZX","YPPD",106,1,"2022-06-01",0,"AUS","H0818/22","27799#H0818/22#YPPD#2022-06-01"
"2022-02-10","J0388/22 NOTAMR J3526/21\nQ) YBBB/QMXLC/IV/M/A/000/999/2723S15307E005\nA) YBBN\nB) 2202102323 C) PERM\nE) LOCAL TRAFFIC REGULATIONS AMD\nAPN AND TWY AVAILABILITY AND RESTRICTIONS\nADD NOTE:\nTWY D BTN TWY B AND TWY E1 NOT AVBL\nTWY E BTN TWY E1 AND TWY D NOT AVBL\nTWY E4 NOT AVBL\nAMD EN ROUTE SUPPLEMENT AUSTRALIA (ERSA\nCREATED: 10 Feb 2022 23:23:00 \nSOURCE: YBBBZEZX","YBBN",111,1,"2022-06-01",0,"AUS","J0388/22","26351#J0388/22#YBBN#2022-06-01"
"2022-06-01","E1314/22 NOTAMR E1301/22\nQ) YMMM/QRRCA/IV/BO/W/040/210/3813S14722E085\nA) YMMM\nB) 2206012200 C) 2206030500\nD) 2206012200 TO 2206021200\n   2206022200 TO 2206030500\nE) EAST SALE AIRSPACE R359DF ACT (RA2)\nF) 4000FT AMSL G) FL210\nCREATED: 01 Jun 2022 10:05:00 \nSOURCE: YBBBZEZX","YMMM",0,0,"2022-06-01",0,"AUS","E1314/22","34294#E1314/22#YMMM#2022-06-01"
"2022-05-26","N1321/22 NOTAMR N1079/22\nQ) YBBB/QNNCF/IV/BO/AE/000/999/2738S15243E150\nA) YAMB\nB) 2205262333 C) PERM\nE) RADIO NAVIGATION AND LANDING AIDS AMD\nTAC 'AMB' 110.3/40X\nAMEND EN ROUTE SUPPLEMENT AUSTRALIA (ERSA), DEPARTURE AND APPROACH\nPROCEDURES (DAP) AND AIP CHARTS\nCREATED: 26 May 2022 23:33:00 \nSOURCE: YBBBZEZX","YAMB",6,0,"2022-06-01",0,"AUS","N1321/22","13843#N1321/22#YAMB#2022-06-01"
"2022-05-20","N1235/22 NOTAMR N0773/22\nQ) YBBB/QNBAS/IV/BO/AE/000/999/1431S13223E080\nA) YPTN\nB) 2205200331 C) 2206030630 EST\nE) NDB 'TN' 356 NOT AVBL\nCREATED: 20 May 2022 03:31:00 \nSOURCE: YBBBZEZX","YPTN",12,0,"2022-06-01",0,"AUS","N1235/22","26471#N1235/22#YPTN#2022-06-01"
"2022-05-26","K0503/22 NOTAMR K0414/22\nQ) YBBB/QSTAH/IV/BO/A/000/999/2810S15330E005\nA) YBCG\nB) 2205260801 C) 2206301130 EST\nE) TWR HR AMD\nATS HRS DAILY 1955-1130\nCREATED: 26 May 2022 08:01:00 \nSOURCE: YBBBZEZX","YBCG",6,0,"2022-06-01",0,"AUS","K0503/22","13885#K0503/22#YBCG#2022-06-01"
"2022-03-09","J0857/22 NOTAMR J3508/21\nQ) YBBB/QOBCE/IV/M/AE/000/999/2723S15307E005\nA) YBBN\nB) 2203092214 C) 2206120700 EST\nE) OBST CRANE 603FT AMSL BRG 214 MAG 7.63NM FM ARP\nINFRINGES OUTER HORIZONTAL SFC BY 100FT\nCREATED: 09 Mar 2022 22:14:00 \nSOURCE: YBBBZEZX","YBBN",84,0,"2022-06-01",0,"AUS","J0857/22","26348#J0857/22#YBBN#2022-06-01"
"2022-05-29","N1216/22 NOTAMR N1003/22\nQ) YBBB/QWETT/IV/BO/W/000/999/2329S14130E999\nA) YBBB\nB) 2205292245 C) 2206122245\nE) TRIGGER NOTAM AIP SUP H51/22\nMILITARY EXERCISE 'DIAMOND STORM', NORTHERN TERRITORY, 30 MAY - 23\nJUNE 2022\nAVBL FM AIRSERVICES WEBSITE\nWWW.AIRSERVICESAUSTRALIA.COM/AIP/AIP.ASP\nCREATED: 19 May 2022 00:22:00 \nSOURCE: YBBBZEZX","YBBB",3,0,"2022-06-01",0,"AUS","N1216/22","29930#N1216/22#YBBB#2022-06-01"
"2022-05-31","J1899/22 NOTAMR J1871/22\nQ) YBBB/QMXLC/IV/M/A/000/999/1431S13223E005\nA) YPTN\nB) 2205312332 C) 2206030830\nE) TWY Q BTN ORDNANCE LOADING AREA (OLA) 27 AND OLA 28 NOT AVBL DUE\nWIP\nCTC WORKS SAFETY OFFICER CS 'WORKS 3' VIA COMMON TFC ADVISORY FREQ\n(CTAF) 119.7 OR TEL: 0419 940 989\nREF METHOD OF WORKING PLAN YPTN 021/2021\nCREATED: 31 May 2022 23:32:00 \nSOURCE: YBBBZEZX","YPTN",1,0,"2022-06-01",0,"AUS","J1899/22","26461#J1899/22#YPTN#2022-06-01"
"2022-06-02","E1265/22 NOTAMN\nQ) YMMM/QRRCA/IV/BO/W/000/010/3208S11459E033\nA) YMMM\nB) 2206022300 C) 2206030800\nE) STIRLING AIRSPACE R192BD ACT (RA2) DUE MIL FLYING\nF) SFC G) 1000FT AMSL\nCREATED: 26 May 2022 06:51:00 \nSOURCE: YBBBZEZX","YMMM",-1,0,"2022-06-01",0,"AUS","E1265/22","34312#E1265/22#YMMM#2022-06-01"
"2022-05-06","N1103/22 NOTAMN\nQ) YBBB/QWULW/IV/BO/AW/000/001/2810S15330E005\nA) YBCG\nB) 2205062000 C) 2206300700\nD) DAILY 2000/0700\nE) UA (MULTICOPTER BELOW 25KG) OPR WI A LINE 600M EITHER SIDE OF\nPSN 280957.4S 1533303.2E BRG 324 MAG 2.2NM FM ARP AND \nPSN 280748S 1532911E BRG 095 MAG 2.1NM\nOPR WILL MNT TOWER FREQ 118.7 OPR CTC TEL: 0414 993 610\nF) SFC G) 127FT AGL\nCREATED: 06 May 2022 05:20:00 \nSOURCE: YBBBZEZX","YBCG",26,0,"2022-06-01",0,"AUS","N1103/22","13891#N1103/22#YBCG#2022-06-01"
"2022-03-22","J1048/22 NOTAMN\nQ) YBBB/QFHLC/IV/B/A/000/999/1653S14545E005\nA) YBCS\nB) 2203222329 C) 2206300200 EST\nE) HLS 2 AND HLS 3 NOT AVBL\nHLS 1 AVBL WITH 24HR PN TO AD REPORTING OFFICER\nCTC TEL: 0412 773 065\nCREATED: 22 Mar 2022 23:29:00 \nSOURCE: YBBBZEZX","YBCS",71,0,"2022-06-01",0,"AUS","J1048/22","26366#J1048/22#YBCS#2022-06-01"
"2022-03-08","N0574/22 NOTAMR N3463/21\nQ) YBBB/QWULW/IV/BO/AW/000/002/3019S15307E005\nA) YCFS\nB) 2203081900 C) 2206050700\nD) DAILY 1900/0700\nE) UA (MULTICOPTER BELOW 7KG) OPR WI 1100M EITHER SIDE OF A LINE BTN\nPSN 302127S 1530702E BRG 167 MAG 2.2NM FM ARP AND 302330S 1530545E\nBRG 182 MAG 4.4NM FM ARP\nOPR WILL MNT TWR FREQ 118.2\nOPR CTC TEL: 0438 664 622\nF) SFC G) 200FT AGL\nCREATED: 08 Mar 2022 02:53:00 \nSOURCE: YBBBZEZX","YCFS",85,0,"2022-06-01",0,"AUS","N0574/22","27974#N0574/22#YCFS#2022-06-01"
"2021-11-23","H6103/21 NOTAMN\nQ) YMMM/QFAXX/IV/NBO/A/000/999/2214S11405E005\nA) YPLM\nB) 2111230247 C) PERM\nE) REMARKS AMD\n1. MIL ACFT REQUIRE 48HR PN JO. SUPPORT REQ IS TO BE ADVISED TO RAAF\nPEARCE ABCP, PHONE 08 9571 7888, EMAIL: PEA.ABCP(AT)DEFENCE.GOV.AU\nAMEND EN ROUTE SUPPLEMENT AUSTRALIA (ERSA\nCREATED: 23 Nov 2021 02:48:00 \nSOURCE: YBBBZEZX","YPLM",190,1,"2022-06-01",0,"AUS","H6103/21","13940#H6103/21#YPLM#2022-06-01"
"2022-06-02","F1455/22 NOTAMN\nQ) YMMM/QNMAS/IV/BO/AE/000/999/2848S11442E150\nA) YGEL\nB) 2206022300 C) 2206030400\nE) VOR/DME 'GEL' 113.9/86X NOT AVBL\nCREATED: 19 May 2022 07:58:00 \nSOURCE: YBBBZEZX","YGEL",-1,0,"2022-06-01",0,"AUS","F1455/22","13900#F1455/22#YGEL#2022-06-01"
"2022-05-20","F1289/22 NOTAMN\nQ) YMMM/QWULW/IV/BO/AW/000/004/2023S11838E005\nA) YPPD\nB) 2205200100 C) 2208170900\nD) DAILY 0100/0900\nE) UA (MULTICOPTER BELOW 7KG) OPR WI 300M EITHER SIDE OF A LINE\nBTN PSN 202424S 1183752E BRG 173 MAG 1.8NM FM ARP\nAND PSN 202424S 1183854E BRG 146 MAG 2.1NM FM ARP \nOPR WILL MNT CTAF FREQ 119.9\nOPR CTC TEL: 0488 008 117\nF) SFC G) 400FT AGL\nCREATED: 06 May 2022 04:50:00 \nSOURCE: YBBBZEZX","YPPD",12,0,"2022-06-01",0,"AUS","F1289/22","27790#F1289/22#YPPD#2022-06-01"
"2022-05-29","J1817/22 NOTAMN\nQ) YBBB/QMXLC/IV/M/A/000/999/1225S13053E005\nA) YPDN\nB) 2205292100 C) 2206300930\nD) MON - FRI\nE) TWY C1 AND TWY C2 NOT AVBL TO CIV ACFT DUE MIL OPS\nCREATED: 26 May 2022 07:26:00 \nSOURCE: YBBBZEZX","YPDN",3,0,"2022-06-01",0,"AUS","J1817/22","26422#J1817/22#YPDN#2022-06-01"
"2022-05-06","N1101/22 NOTAMR N1051/22\nQ) YBBB/QPICH/I/NBO/A/000/999/1035S14217E005\nA) YHID\nB) 2205060429 C) 2208040000 EST\nE) STRAIGHT IN APPROACHES TO RWY 26 AUTH TO CIRCLING MINIMA ONLY\nCREATED: 06 May 2022 04:29:00 \nSOURCE: YBBBZEZX","YHID",26,0,"2022-06-01",0,"AUS","N1101/22","16421#N1101/22#YHID#2022-06-01"
"2022-05-09","H2780/22 NOTAMN\nQ) YMMM/QMNXX/IV/NBO/A/000/999/3744S14454E005\nA) YMEN\nB) 2205090424 C) PERM\nE) APRON CHART AMD\nSTAND  CO-ORDINATES               ELEV\n31     S37 43 43.11 E144 53 54.88 252FT\nAMD DEPARTURE AND APPROACH PROCEDURES (DAP\nCREATED: 09 May 2022 04:24:00 \nSOURCE: YBBBZEZX","YMEN",23,0,"2022-06-01",0,"AUS","H2780/22","13915#H2780/22#YMEN#2022-06-01"
"2022-05-27","K0508/22 NOTAMR K0204/22\nQ) YBBB/QSTAH/IV/BO/E/000/045/2021S14857E022\nA) YBBB\nB) 2205270309 C) 2208300530 EST\nD) DAILY 2315/0530\nE) HAMILTON ISLAND (YBHM) TWR AND ASSOCIATED CLASS D AIRSPACE ACT,\nTWR ATS AMD HR\nF) SFC G) 4500FT AMSL\nCREATED: 27 May 2022 03:09:00 \nSOURCE: YBBBZEZX","YBBB",5,0,"2022-06-01",0,"AUS","K0508/22","29916#K0508/22#YBBB#2022-06-01"
"2022-05-31","J1510/22 NOTAMN\nQ) YBBB/QMRHW/IV/NBO/A/000/999/3248S15150E005\nA) YWLM\nB) 2205312000 C) 2206142000\nE) TRIGGER NOTAM AIP SUP H43/22\nRAAF BASE WILLIAMTOWN (YWLM)  RWY 12/30 UPGRADE PHASE 1 -\nDISPLACED THR RWY 30,  01 JUNE - 30 AUGUST 2022\nAVBL FM AIRSERVICES WEBSITE\nWWW.AIRSERVICESAUSTRALIA.COM/AIP/AIP.ASP (LOWER CASE\nCREATED: 01 May 2022 23:42:00 \nSOURCE: YBBBZEZX","YWLM",1,0,"2022-06-01",0,"AUS","J1510/22","13992#J1510/22#YWLM#2022-06-01"
"2022-03-21","H1752/22 NOTAMN\nQ) YMMM/QMDCH/IV/NBO/A/000/999/3518S14912E005\nA) YSCB\nB) 2203212239 C) PERM\nE) DECLARED DIST AND GRADIENT CHANGES\nSUPPLEMENTARY TKOF DISTANCES\nRWY12- NIL STODA\nAMD ENR SUP AUSTRALIA\nCREATED: 21 Mar 2022 22:39:00 \nSOURCE: YBBBZEZX","YSCB",72,0,"2022-06-01",0,"AUS","H1752/22","13979#H1752/22#YSCB#2022-06-01"
"2022-06-09","H3172/22 NOTAMN\nQ) YMMM/QICCT/I/NBO/A/000/999/3156S11558E005\nA) YPPH\nB) 2206092330 C) 2206100730\nE) ILS 'IPH' 109.9 RWY 24 ON TEST, DO NOT USE\nFALSE INDICATIONS POSSIBLE\nCREATED: 27 May 2022 22:01:00 \nSOURCE: YBBBZEZX","YPPH",-8,0,"2022-06-01",0,"AUS","H3172/22","26447#H3172/22#YPPH#2022-06-01"
"2022-06-01","L0604/22 NOTAMN\nQ) YMMM/QSLAH/IV/BO/AE/000/999/3156S11558E005\nA) YPPH\nB) 2206012130 C) 2206020030\nE) AIR TRAFFIC FLOW MANAGEMENT DEPARTURE GROUND DELAY PROGRAM ACT\nAPPLICABLE TO ALL FIXED WING NON-PRIORITY FLIGHTS DEPARTING PERTH\nCREATED: 01 Jun 2022 08:01:00 \nSOURCE: YBBBZEZX","YPPH",0,0,"2022-06-01",0,"AUS","L0604/22","26455#L0604/22#YPPH#2022-06-01"
"2022-05-30","H3219/22 NOTAMR H2642/22\nQ) YMMM/QKKKK/K/K/K/000/999/3014S13202E999\nA) YMXX\nB) 2205301659 C) 2205311600 EST\nE) CHECKLIST SERIES H\nYEAR=2021 5818 5970 6103 6316 6379 6403 6646 6664\nYEAR=2022 0075 0227 0578 0818 0895 0965 1023 1054 1083 1282 1319 1376\n1506 1507 1617 1636 1637 1714 1740 1750 1752 2047 2056 2060 2096 2117\n2118 2127 2153 2289 2314 2392 2415 2451 2454 2472 2501 2550 2553 2597\n2634 2640 2642 2663 2671 2690 2753 2754 2755 2779 2780 2783 2813 2824\n2897 2905 2912 2913 2915 2916 2922 2926 2934 2937 2938 2943 2967 2969\n2972 2991 3022 3027 3028 3032 3040 3058 3078 3084 3104 3106 3111 3119\n3120 3122 3123 3124 3126 3129 3140 3144 3146 3147 3148 3149 3150 3157\n3158 3162 3170 3171 3172 3173 3174 3176 3177 3179 3183 3185 3186 3187\n3188 3194 3195 3196 3197 3199 3200 3203 3204 3206 3207 3208 3209 3210\n3211 3212 3213 3214 3215 3216 3217\nLATEST PUBLICATIONS - AVBL FM\nHTTP://WWW.AIRSERVICESAUSTRALIA.COM/AIP/AIP.ASP (IN LOWER CASE\nCREATED: 30 May 2022 16:58:00 \nSOURCE: YBBBZEZX","YMXX",2,0,"2022-06-01",0,"AUS","H3219/22","38245#H3219/22#YMXX#2022-06-01"
"2022-05-03","F1250/22 NOTAMN\nQ) YMMM/QWULW/IV/BO/AW/000/000/3156S11558E005\nA) YPPH\nB) 2205030323 C) 2206301200\nD) HJ\nE) UA (MULTICOPTER BLW 38.5KG) OPR WI 600M RADIUS OF PSN\n315622S 1155347E\nBRG 273 MAG 3.6NM FM ARP \nOPR WILL MNT TWR FREQ 127.4 \nOPR CTC TEL: 0432 299 641\nF) SFC G) 50FT AGL\nCREATED: 03 May 2022 03:23:00 \nSOURCE: YBBBZEZX","YPPH",29,0,"2022-06-01",0,"AUS","F1250/22","26441#F1250/22#YPPH#2022-06-01"
"2022-03-23","N0372/22 NOTAMN\nQ) YBBB/QPICH/I/NBO/A/000/999/3248S15150E005\nA) YWLM\nB) 2203231600 C) PERM\nE) AIP DEP AND APCH (DAP) EAST YWLM AMD\nAMD ILS-Y OR LOC-Y RWY 12\nADD S-I LOC 570 (539-2.2\nCREATED: 16 Feb 2022 07:40:00 \nSOURCE: YBBBZEZX","YWLM",70,0,"2022-06-01",0,"AUS","N0372/22","14003#N0372/22#YWLM#2022-06-01"
"2022-06-01","F1607/22 NOTAMN\nQ) YMMM/QFFCG/IV/NBO/A/000/999/3156S11558E005\nA) YPPH\nB) 2206012300 C) 2206020900\nE) FIRE AND RESCUE CAT 8\nCREATED: 01 Jun 2022 12:25:00 \nSOURCE: YBBBZEZX","YPPH",0,0,"2022-06-01",0,"AUS","F1607/22","26437#F1607/22#YPPH#2022-06-01"
"2022-06-06","D2133/22 NOTAMN\nQ) YBBB/QRRCA/IV/BO/W/000/120/2553S15257E032\nA) YBBB\nB) 2206061800 C) 2206071200\nE) WIDE BAY AIRSPACE R685AB ACT (RA2) DUE MIL FLYING AND NON-FLYING\nCTC H24 TEL: 07 5488 1611\nF) SFC G) FL120\nCREATED: 31 May 2022 05:58:00 \nSOURCE: YBBBZEZX","YBBB",-5,0,"2022-06-01",0,"AUS","D2133/22","29886#D2133/22#YBBB#2022-06-01"
"2022-05-31","J1897/22 NOTAMN\nQ) YBBB/QICAS/I/NBO/A/000/999/3248S15150E005\nA) YWLM\nB) 2205312024 C) 2208301200\nE) ILS 'IWM' 110.5 RWY 12 NOT AVBL DUE WIP\nCREATED: 31 May 2022 20:24:00 \nSOURCE: YBBBZEZX","YWLM",1,0,"2022-06-01",0,"AUS","J1897/22","13986#J1897/22#YWLM#2022-06-01"
"2022-05-30","I0024/22 NOTAMR I0016/22\nQ) WIIF/QKKKK/K/K/K/000/999/1027S10541E005\nA) YPXM\nB) 2205301639 C) 2205311600 EST\nE) CHECKLIST SERIES I\nSERIES I\nYEAR=2022 0001 0016\nLATEST PUBLICATIONS - AVBL FM\nHTTP://WWW.AIRSERVICESAUSTRALIA.COM/AIP/AIP.ASP (IN LOWER CASE\nCREATED: 30 May 2022 16:39:00 \nSOURCE: YBBBZEZX","YPXM",2,0,"2022-06-01",0,"AUS","I0024/22","26456#I0024/22#YPXM#2022-06-01"
"2022-03-21","H1740/22 NOTAMN\nQ) YMMM/QMDCH/IV/NBO/A/000/999/3518S14912E005\nA) YSCB\nB) 2203210614 C) PERM\nE) DECLARED DIST AND GRADIENT CHANGES\nRWY   TODA\n12    1739(4.93)\n30    1739(3.69)\n17    3073(2.29)\nSUPPLEMENTARY TKOF DISTANCES\nRWY30-  983(2.2) 1269(2.5) 1704(3.3)\nRWY17- 1771(1.9) 3048(2.2)\nAMD ENR SUP AUSTRALIA\nCREATED: 21 Mar 2022 06:14:00 \nSOURCE: YBBBZEZX","YSCB",72,0,"2022-06-01",0,"AUS","H1740/22","13980#H1740/22#YSCB#2022-06-01"
"2022-05-06","H2755/22 NOTAMR H0657/22\nQ) YMMM/QOBCE/IV/M/AE/000/999/3457S13832E005\nA) YPAD\nB) 2205061435 C) 2208041900 EST\nE) OBST TOWER CRANE MARKED AND LIT 391FT AMSL\nBRG 072 MAG 6336M FM ARP\nINFRINGES CONICAL SFC BY 72FT\nCREATED: 06 May 2022 14:35:00 \nSOURCE: YBBBZEZX","YPAD",26,0,"2022-06-01",0,"AUS","H2755/22","26410#H2755/22#YPAD#2022-06-01"
"2022-05-31","N1371/22 NOTAMR N1370/22\nQ) YBBB/QNNCI/IV/BO/AE/000/999/3248S15150E150\nA) YWLM\nB) 2205310456 C) PERM\nE) RADIO NAVIGATION AND LANDING AIDS AMD\nTACAN 'WLM' 110.2/39X\nAMD INTEGRATED AERONAUTICAL INFORMATION PACKAGE (IAIP\nCREATED: 31 May 2022 04:56:00 \nSOURCE: YBBBZEZX","YWLM",1,0,"2022-06-01",0,"AUS","N1371/22","14000#N1371/22#YWLM#2022-06-01"
"2022-06-01","D2174/22 NOTAMR D2146/22\nQ) YBBB/QRTCA/IV/BO/W/085/600/1703S13101E100\nA) YBBB\nB) 2206010520 C) 2206030845\nD) 2206010520 TO 2206010845\n   2206012230 TO 2206020245\n   2206020445 TO 2206020845\n   2206022245 TO 2206030245\n   2206030445 TO 2206030845\nE) TEMPO RESTRICTED AREA R241 ACT (RA2) DUE MIL FLYING\nREF AIP SUP H51/22 - MILITARY EXERCISE 'DIAMOND STORM', NORTHERN\nTERRITORY\nF) 8500FT AMSL G) FL600\nCREATED: 01 Jun 2022 05:20:00 \nSOURCE: YBBBZEZX","YBBB",0,0,"2022-06-01",0,"AUS","D2174/22","29870#D2174/22#YBBB#2022-06-01"
"2022-05-30","D2115/22 NOTAMR D1350/22\nQ) YBBB/QRRCA/IV/BO/W/195/280/1254S13152E046\nA) YBBB\nB) 2205300813 C) 2206230330\nE) R224B MT BUNDEY R224B ACT (RA2) DUE MIL FLYING AND NON-FLYING\nF) FL195 G) FL280\nCREATED: 30 May 2022 08:13:00 \nSOURCE: YBBBZEZX","YBBB",2,0,"2022-06-01",0,"AUS","D2115/22","29888#D2115/22#YBBB#2022-06-01"
"2022-06-01","E1315/22 NOTAMR E1302/22\nQ) YMMM/QRRCA/IV/BO/W/060/210/3753S14649E066\nA) YMMM\nB) 2206012200 C) 2206030500\nD) 2206012200 TO 2206021200\n   2206022200 TO 2206030500\nE) EAST SALE AIRSPACE R359CEG ACT (RA2)\nF) 6000FT AMSL G) FL210\nCREATED: 01 Jun 2022 10:05:00 \nSOURCE: YBBBZEZX","YMMM",0,0,"2022-06-01",0,"AUS","E1315/22","34293#E1315/22#YMMM#2022-06-01"
"2022-03-24","J1066/22 NOTAMR J0087/22\nQ) YBBB/QOBCE/IV/M/AE/000/999/2723S15307E005\nA) YBBN\nB) 2203240306 C) 2206230600 EST\nE) OBST CRANE 807FT AMSL BRG 211 MAG 7.30NM FM ARP\nINFRINGES OUTER HORIZONTAL SFC BY 307FT\nCREATED: 24 Mar 2022 03:06:00 \nSOURCE: YBBBZEZX","YBBN",69,0,"2022-06-01",0,"AUS","J1066/22","26347#J1066/22#YBBN#2022-06-01"
"2022-03-23","F0752/22 NOTAMR F0637/22\nQ) YMMM/QPICH/I/NBO/A/000/999/3740S14451E005\nA) YMML\nB) 2203230631 C) 2206230500 EST\nE) AIP DEP AND APCH (DAP) EAST YMML AMD\nALL DEPARTURES FM RWY 09, RWY 16, RWY 27 AND RWY 34\nNO TURNS PERMITTED BEFORE DEPARTURE END OF RWY (DER)\nDUE TWY WIP PUBLISHED BY SEPARATE NOTAM\nCREATED: 23 Mar 2022 06:31:00 \nSOURCE: YBBBZEZX","YMML",70,0,"2022-06-01",0,"AUS","F0752/22","26381#F0752/22#YMML#2022-06-01"
"2022-06-01","J1912/22 NOTAMN\nQ) YBBB/QOBCE/IV/M/AE/000/999/1757S12214E005\nA) YBRM\nB) 2206012200 C) 2206020030 EST\nE) OBST CRANE 133FT AGL BRG 115 MAG 750M FM ARP\nINFRINGES TRANSITIONAL SFC\nCRANE CAN BE LOWERED WITH 15MIN PN\nCTC CS 'CAR 4' ON COMMON TFC ADVISORY FREQ (CTAF) 126.0 OR TEL: 0409\n103 400\nCREATED: 01 Jun 2022 07:52:00 \nSOURCE: YBBBZEZX","YBRM",0,0,"2022-06-01",0,"AUS","J1912/22","13848#J1912/22#YBRM#2022-06-01"
"2022-05-29","J1835/22 NOTAMN\nQ) YBBB/QMHAS/IV/NBO/A/000/999/3248S15150E005\nA) YWLM\nB) 2205292200 C) 2206030600\nD) 2205292200 TO 2205292300\n   2205300500 TO 2205302300\n   2205310500 TO 2205312300\n   2206010500 TO 2206012300\n   2206020500 TO 2206022300\n   2206030400 TO 2206030600\nE) RWY 12/30 BAK12/14 ARRESTOR SYSTEMS UNSUPPORTED BY MAINT CREW\nEXPECT DELAYS UP TO 2HR TO RESTORE FOLLOWING FAULT OR CABLE\nENGAGEMENT. CTC 'CABLE PARTY' ON TEL: 0412 281 679 FOR MORE\nINFORMATION.\nCREATED: 27 May 2022 05:12:00 \nSOURCE: YBBBZEZX","YWLM",3,0,"2022-06-01",0,"AUS","J1835/22","13988#J1835/22#YWLM#2022-06-01"
"2022-03-22","N0709/22 NOTAMR N3530/21\nQ) YBBB/QFFAH/IV/NBO/A/000/999/2323S15028E005\nA) YBRK\nB) 2203220925 C) PERM\nE) FIRE AND RESCUE CAT 6 OPR HR\nMON 1945-1125\nTUE 1945-1125\nWED 1945-1125\nTHU 1945-1125\nFRI 1945-1125\nSAT 1945-0820\nSUN 1945-1125\nCREATED: 22 Mar 2022 09:24:00 \nSOURCE: YBBBZEZX","YBRK",71,0,"2022-06-01",0,"AUS","N0709/22","26306#N0709/22#YBRK#2022-06-01"
"2022-04-25","J1405/22 NOTAMN\nQ) YBBB/QOBCE/IV/M/AE/000/999/2636S15306E005\nA) YBSU\nB) 2204250346 C) 2206200600 EST\nE) OBST (TREES) AT FOLLOWING LOCATIONS:\n65FT AMSL BRG 313 MAG 3458.3M FM ARP INFRINGES RWY 13 APCH SFC BY\n4.6FT\n57.6FT AMSL BRG 313 MAG 3382.1M FM ARP INFRINGES RWY 13 APCH SFC BY\n2.3FT\n101.8FT AMSL BRG 315 MAG 3998.3M FM ARP INFRINGES RWY 13 APCH SFC BY\n6.6FT\n101.5FT AMSL BRG 316 MAG 3996.8M FM ARP INFRINGES RWY 13 APCH SFC BY\n6.6FT\n53.7FT AMSL BRG 311 MAG 3340.5M FM ARP INFRINGES RWY 13 APCH SFC BY\n1FT\n42.4FT AMSL BRG 310 MAG 3124.2M FM ARP INFRINGES RWY 13 APCH SFC BY\n4.3FT\n42.4FT AMSL BRG 310 MAG 3106.2M FM ARP INFRINGES RWY 13 APCH SFC BY\n5.2FT\n58.5FT AMSL BRG 315 MAG 3394.6M FM ARP INFRINGES RWY 13 APCH SFC BY\n3FT\nCREATED: 25 Apr 2022 03:46:00 \nSOURCE: YBBBZEZX","YBSU",37,0,"2022-06-01",0,"AUS","J1405/22","13862#J1405/22#YBSU#2022-06-01"
"2022-06-02","D2177/22 NOTAMN\nQ) YBBB/QRRCA/IV/BO/W/170/250/2729S15607E118\nA) YBBB\nB) 2206020830 C) 2206021100\nE) AMBERLEY EAST AIRSPACE R650AB ACT (RA2) DUE MIL FLYING\nF) FL170 G) FL250\nCREATED: 01 Jun 2022 05:39:00 \nSOURCE: YBBBZEZX","YBBB",-1,0,"2022-06-01",0,"AUS","D2177/22","29867#D2177/22#YBBB#2022-06-01"
"2022-05-26","H3122/22 NOTAMR H2326/22\nQ) YMMM/QOBCE/IV/M/AE/000/999/3744S14454E005\nA) YMEN\nB) 2205260420 C) 2206300800 EST\nE) 2 OBST CRANES (LIT) 1086FT AMSL BRG 134 MAG 5.79NM FM ARP\nINFRINGES OUTER HORIZONTAL SFC BY 336FT\nCREATED: 26 May 2022 04:20:00 \nSOURCE: YBBBZEZX","YMEN",6,0,"2022-06-01",0,"AUS","H3122/22","13910#H3122/22#YMEN#2022-06-01"
"2022-06-12","D1973/22 NOTAMN\nQ) YBBB/QRTCA/IV/BO/W/000/060/1729S14612E050\nA) YBBB\nB) 2206120700 C) 2206131700\nD) DAILY 0700/1700\nE) TEMPO RESTRICTED AREA SHARK ACT (RA1) DUE MIL FLYING\nCTC CS 'TACP' ON FREQ 132.9 FOR CLEARANCE REQ\nREFER TO AIP SUP H47/22 MILITARY EXERCISE 'SEA EXPLORER', \n01 JUN-14 JUN 2022\nF) SFC G) 6000FT AMSL\nCREATED: 23 May 2022 09:10:00 \nSOURCE: YBBBZEZX","YBBB",-11,0,"2022-06-01",0,"AUS","D1973/22","29894#D1973/22#YBBB#2022-06-01"
"2022-06-03","H3123/22 NOTAMN\nQ) YMMM/QMXLC/IV/M/A/000/999/3357S15111E005\nA) YSSY\nB) 2206031300 C) 2206031900\nE) TWY A BTN RWY 07/25 AND TWY L NOT AVBL\nTWY K AND TWY B8 WEST OF TWY B NOT AVBL\nTWY B BTN RWY 07/25 AND TWY B-10 MAX 36M WINGSPAN \nREFER TO METHOD OF WORKING PLAN 19/003\nCREATED: 26 May 2022 05:19:00 \nSOURCE: YBBBZEZX","YSSY",-2,0,"2022-06-01",0,"AUS","H3123/22","26512#H3123/22#YSSY#2022-06-01"
